"order_id","order_date","order_year","order_month","order_day","order_quarter","order_week","order_day_week","ship_date","ship_mode","customer_id","customer_name","segment_name","product_id","product_name","category_name","subcat_name","postal_code","country_name","state_name","city_name","region_name","manager_name","sales","quantity","discount","profit","status_order"
CA-2016-150581,2016-04-08,2016,4,8,2,14,5,2016-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,94521,United States,California,Concord,West,Anna Andreadi,99.5920,1,0.20,2.4898000000000000,No
CA-2016-150581,2016-04-08,2016,4,8,2,14,5,2016-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,94521,United States,California,Concord,West,Anna Andreadi,399.9600,4,0.00,139.9860000000000000,No
CA-2016-141355,2016-09-25,2016,9,25,3,38,7,2016-09-30,Standard Class,BF-11005,Barry Franz,Home Office,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,80013,United States,Colorado,Aurora,West,Anna Andreadi,14.5760,2,0.20,2.3686000000000000,No
CA-2019-127712,2019-08-31,2019,8,31,3,35,6,2019-09-05,Standard Class,MG-17890,Michael Granlund,Home Office,OFF-SU-10002522,Acme Kleen Earth Office Shears,Office Supplies,Supplies,97301,United States,Oregon,Salem,West,Anna Andreadi,6.2080,2,0.20,0.6984000000000000,No
CA-2019-169474,2019-02-04,2019,2,4,1,6,1,2019-02-09,Standard Class,JF-15355,Jay Fein,Consumer,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,14609,United States,New York,Rochester,East,Chuck Magee,32.6700,3,0.00,8.4942000000000000,No
CA-2018-147473,2018-05-30,2018,5,30,2,22,3,2018-06-03,Standard Class,NL-18310,Nancy Lomonaco,Home Office,OFF-PA-10004782,Xerox 228,Office Supplies,Paper,90049,United States,California,Los Angeles,West,Anna Andreadi,38.8800,6,0.00,18.6624000000000000,No
CA-2018-114209,2018-05-21,2018,5,21,2,21,1,2018-05-26,Standard Class,AS-10285,Alejandro Savely,Corporate,OFF-BI-10000343,"Pressboard Covers with Storage Hooks. 9 1/2"" x 11"". Light Blue",Office Supplies,Binders,75081,United States,Texas,Dallas,Central,Kelly Williams,1.9640,2,0.80,-3.2406000000000000,No
CA-2018-114209,2018-05-21,2018,5,21,2,21,1,2018-05-26,Standard Class,AS-10285,Alejandro Savely,Corporate,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,75081,United States,Texas,Dallas,Central,Kelly Williams,82.6560,9,0.20,30.9960000000000000,No
CA-2016-141901,2016-08-09,2016,8,9,3,32,2,2016-08-14,Standard Class,GM-14500,Gene McClure,Consumer,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,93727,United States,California,Fresno,West,Anna Andreadi,5.9800,1,0.00,2.6910000000000000,No
CA-2018-112256,2018-07-23,2018,7,23,3,30,1,2018-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,OFF-AR-10001216,Newell 339,Office Supplies,Art,78501,United States,Texas,Mcallen,Central,Kelly Williams,4.4480,2,0.20,0.3336000000000000,No
CA-2018-112256,2018-07-23,2018,7,23,3,30,1,2018-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,OFF-PA-10004355,Xerox 231,Office Supplies,Paper,78501,United States,Texas,Mcallen,Central,Kelly Williams,5.1840,1,0.20,1.8144000000000000,No
CA-2018-112256,2018-07-23,2018,7,23,3,30,1,2018-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,78501,United States,Texas,Mcallen,Central,Kelly Williams,175.9200,5,0.20,15.3930000000000000,No
CA-2018-112256,2018-07-23,2018,7,23,3,30,1,2018-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,78501,United States,Texas,Mcallen,Central,Kelly Williams,4.7520,4,0.80,-8.3160000000000000,No
CA-2018-112256,2018-07-23,2018,7,23,3,30,1,2018-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,78501,United States,Texas,Mcallen,Central,Kelly Williams,13.3440,2,0.20,1.0008000000000000,No
CA-2018-167416,2018-05-12,2018,5,12,2,19,6,2018-05-17,Standard Class,JM-15580,Jill Matthias,Consumer,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes. 6"" x 9""",Office Supplies,Envelopes,98105,United States,Washington,Seattle,West,Anna Andreadi,54.9000,5,0.00,26.9010000000000000,No
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,22.9110,7,0.70,-17.5651000000000000,Yes
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,309.4560,9,0.20,34.8138000000000000,Yes
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,19.4560,4,0.20,3.4048000000000000,Yes
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,472.5180,3,0.40,-149.6307000000000000,Yes
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,1012.6800,3,0.20,303.8040000000000000,Yes
CA-2018-106950,2018-09-02,2018,9,2,3,35,7,2018-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,OFF-BI-10003166,GBC Plasticlear Binding Covers,Office Supplies,Binders,28205,United States,North Carolina,Charlotte,South,Cassandra Brandow,17.2200,5,0.70,-12.6280000000000000,Yes
CA-2017-119480,2017-01-09,2017,1,9,1,2,1,2017-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,42420,United States,Kentucky,Henderson,South,Cassandra Brandow,106.3200,3,0.00,49.9704000000000000,No
CA-2017-119480,2017-01-09,2017,1,9,1,2,1,2017-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,42420,United States,Kentucky,Henderson,South,Cassandra Brandow,163.4400,3,0.00,45.7632000000000000,No
CA-2017-119480,2017-01-09,2017,1,9,1,2,1,2017-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,42420,United States,Kentucky,Henderson,South,Cassandra Brandow,42.7600,2,0.00,11.1176000000000000,No
CA-2017-119480,2017-01-09,2017,1,9,1,2,1,2017-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,42420,United States,Kentucky,Henderson,South,Cassandra Brandow,51.5500,5,0.00,24.2285000000000000,No
CA-2019-144596,2019-11-06,2019,11,6,4,45,3,2019-11-10,Standard Class,CD-11980,Carol Darley,Consumer,OFF-PA-10003302,Xerox 1906,Office Supplies,Paper,10011,United States,New York,New York City,East,Chuck Magee,318.9600,9,0.00,149.9112000000000000,No
CA-2016-159625,2016-11-23,2016,11,23,4,47,3,2016-11-28,Standard Class,SM-20005,Sally Matthias,Consumer,OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes,85254,United States,Arizona,Scottsdale,West,Anna Andreadi,23.4720,3,0.20,8.8020000000000000,No
CA-2019-147410,2019-09-04,2019,9,4,3,36,3,2019-09-08,Standard Class,EJ-14155,Eva Jacobs,Consumer,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks. Pearl",Office Supplies,Storage,92704,United States,California,Santa Ana,West,Anna Andreadi,421.1000,2,0.00,105.2750000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,TEC-PH-10004774,Gear Head AU3700S Headset,Technology,Phones,10035,United States,New York,New York City,East,Chuck Magee,25.9800,2,0.00,0.7794000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,10035,United States,New York,New York City,East,Chuck Magee,3.2800,2,0.00,1.4760000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,10035,United States,New York,New York City,East,Chuck Magee,459.8800,4,0.00,13.7964000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-SU-10002522,Acme Kleen Earth Office Shears,Office Supplies,Supplies,10035,United States,New York,New York City,East,Chuck Magee,7.7600,2,0.00,2.2504000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,10035,United States,New York,New York City,East,Chuck Magee,71.9600,2,0.00,17.9900000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,10035,United States,New York,New York City,East,Chuck Magee,54.9000,5,0.00,15.3720000000000000,No
CA-2018-109666,2018-04-19,2018,4,19,2,16,4,2018-04-26,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-BI-10000174,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders. Clear,Office Supplies,Binders,10035,United States,New York,New York City,East,Chuck Magee,9.2800,2,0.20,3.2480000000000000,No
CA-2019-104906,2019-02-13,2019,2,13,1,7,3,2019-02-17,Standard Class,JP-15460,Jennifer Patt,Corporate,OFF-PA-10001184,Xerox 1903,Office Supplies,Paper,10009,United States,New York,New York City,East,Chuck Magee,17.9400,3,0.00,8.7906000000000000,No
CA-2019-118122,2019-11-17,2019,11,17,4,46,7,2019-11-24,Standard Class,GG-14650,Greg Guthrie,Corporate,OFF-BI-10002103,Cardinal Slant-D Ring Binder. Heavy Gauge Vinyl,Office Supplies,Binders,98103,United States,Washington,Seattle,West,Anna Andreadi,13.9040,2,0.20,4.5188000000000000,Yes
US-2016-147774,2016-01-20,2016,1,20,1,3,3,2016-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,37167,United States,Tennessee,Smyrna,South,Cassandra Brandow,67.1940,1,0.70,-51.5154000000000000,No
CA-2019-166926,2019-12-01,2019,12,1,4,48,7,2019-12-08,Standard Class,SO-20335,Sean O'Donnell,Consumer,OFF-PA-10001593,Xerox 1947,Office Supplies,Paper,98105,United States,Washington,Seattle,West,Anna Andreadi,41.8600,7,0.00,18.8370000000000000,No
CA-2019-166926,2019-12-01,2019,12,1,4,48,7,2019-12-08,Standard Class,SO-20335,Sean O'Donnell,Consumer,FUR-BO-10002598,Hon Metal Bookcases. Putty,Furniture,Bookcases,98105,United States,Washington,Seattle,West,Anna Andreadi,141.9600,2,0.00,41.1684000000000000,No
CA-2017-128013,2017-08-09,2017,8,9,3,32,3,2017-08-16,Standard Class,MF-18250,Monica Federle,Corporate,FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,10035,United States,New York,New York City,East,Chuck Magee,10.0200,3,0.00,4.4088000000000000,No
CA-2017-128013,2017-08-09,2017,8,9,3,32,3,2017-08-16,Standard Class,MF-18250,Monica Federle,Corporate,OFF-PA-10001815,Xerox 1885,Office Supplies,Paper,10035,United States,New York,New York City,East,Chuck Magee,144.1200,3,0.00,69.1776000000000000,No
US-2018-117541,2018-11-14,2018,11,14,4,46,3,2018-11-20,Standard Class,JM-16195,Justin MacKendrick,Consumer,OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,19711,United States,Delaware,Newark,East,Chuck Magee,16.4500,5,0.00,7.5670000000000000,No
US-2018-117541,2018-11-14,2018,11,14,4,46,3,2018-11-20,Standard Class,JM-16195,Justin MacKendrick,Consumer,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,19711,United States,Delaware,Newark,East,Chuck Magee,19.9200,4,0.00,6.5736000000000000,No
CA-2018-166282,2018-04-16,2018,4,16,2,16,1,2018-04-22,Standard Class,PK-19075,Pete Kriz,Consumer,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,37211,United States,Tennessee,Nashville,South,Cassandra Brandow,35.1680,4,0.20,8.3524000000000000,No
CA-2018-166282,2018-04-16,2018,4,16,2,16,1,2018-04-22,Standard Class,PK-19075,Pete Kriz,Consumer,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,Office Supplies,Paper,37211,United States,Tennessee,Nashville,South,Cassandra Brandow,123.0880,7,0.20,40.0036000000000000,No
CA-2019-141439,2019-11-26,2019,11,26,4,48,2,2019-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,47374,United States,Indiana,Richmond,Central,Kelly Williams,257.9400,3,0.00,67.0644000000000000,No
CA-2019-141439,2019-11-26,2019,11,26,4,48,2,2019-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,47374,United States,Indiana,Richmond,Central,Kelly Williams,1879.9600,4,0.00,545.1884000000000000,No
CA-2019-141439,2019-11-26,2019,11,26,4,48,2,2019-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,47374,United States,Indiana,Richmond,Central,Kelly Williams,27.4600,2,0.00,9.8856000000000000,No
CA-2019-141439,2019-11-26,2019,11,26,4,48,2,2019-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,47374,United States,Indiana,Richmond,Central,Kelly Williams,89.9800,2,0.00,43.1904000000000000,No
CA-2019-141439,2019-11-26,2019,11,26,4,48,2,2019-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,47374,United States,Indiana,Richmond,Central,Kelly Williams,828.6000,3,0.00,240.2940000000000000,No
CA-2017-163965,2017-11-20,2017,11,20,4,47,1,2017-11-27,Standard Class,SS-20875,Sung Shariari,Consumer,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,33180,United States,Florida,Miami,South,Cassandra Brandow,7.2300,5,0.70,-5.7840000000000000,No
CA-2017-163965,2017-11-20,2017,11,20,4,47,1,2017-11-27,Standard Class,SS-20875,Sung Shariari,Consumer,OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,33180,United States,Florida,Miami,South,Cassandra Brandow,17.4400,2,0.20,1.3080000000000000,No
CA-2017-163965,2017-11-20,2017,11,20,4,47,1,2017-11-27,Standard Class,SS-20875,Sung Shariari,Consumer,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,33180,United States,Florida,Miami,South,Cassandra Brandow,62.8800,4,0.70,-50.3040000000000000,No
CA-2017-163965,2017-11-20,2017,11,20,4,47,1,2017-11-27,Standard Class,SS-20875,Sung Shariari,Consumer,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,33180,United States,Florida,Miami,South,Cassandra Brandow,290.3520,3,0.20,-36.2940000000000000,No
CA-2016-122217,2016-11-24,2016,11,24,4,47,4,2016-11-29,Standard Class,HP-14815,Harold Pawlan,Home Office,FUR-FU-10002045,"Executive Impressions 14""",Furniture,Furnishings,23464,United States,Virginia,Virginia Beach,South,Cassandra Brandow,111.1500,5,0.00,48.9060000000000000,No
US-2019-141558,2019-03-11,2019,3,11,1,11,1,2019-03-16,Standard Class,MH-17290,Marc Harrigan,Home Office,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Technology,Phones,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,776.8500,5,0.40,-181.2650000000000000,No
US-2019-141558,2019-03-11,2019,3,11,1,11,1,2019-03-16,Standard Class,MH-17290,Marc Harrigan,Home Office,OFF-BI-10002794,"Avery Trapezoid Ring Binder. 3"" Capacity. Black. 1040 sheets",Office Supplies,Binders,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,12.2940,1,0.70,-8.6058000000000000,No
US-2019-141558,2019-03-11,2019,3,11,1,11,1,2019-03-16,Standard Class,MH-17290,Marc Harrigan,Home Office,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,154.7640,3,0.40,-46.4292000000000000,No
US-2019-141558,2019-03-11,2019,3,11,1,11,1,2019-03-16,Standard Class,MH-17290,Marc Harrigan,Home Office,OFF-ST-10004946,Desktop 3-Pocket Hot File,Office Supplies,Storage,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,43.2800,1,0.20,3.2460000000000000,No
CA-2018-139941,2018-06-12,2018,6,12,2,24,2,2018-06-17,Standard Class,CB-12415,Christy Brittain,Consumer,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper. 8 1/2 x 11"". Case",Office Supplies,Paper,11561,United States,New York,Long Beach,East,Chuck Magee,92.9400,3,0.00,41.8230000000000000,No
CA-2018-139941,2018-06-12,2018,6,12,2,24,2,2018-06-17,Standard Class,CB-12415,Christy Brittain,Consumer,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,11561,United States,New York,Long Beach,East,Chuck Magee,52.5600,3,0.00,18.3960000000000000,No
CA-2017-166583,2017-06-26,2017,6,26,2,26,1,2017-06-30,Standard Class,VD-21670,Valerie Dominguez,Consumer,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,Phones,77070,United States,Texas,Houston,Central,Kelly Williams,971.8800,3,0.20,109.3365000000000000,No
CA-2019-100412,2019-12-22,2019,12,22,4,51,7,2019-12-26,Standard Class,SR-20425,Sharelle Roach,Home Office,FUR-CH-10002647,Situations Contoured Folding Chairs. 4/Set,Furniture,Chairs,35401,United States,Alabama,Tuscaloosa,South,Cassandra Brandow,141.9600,2,0.00,35.4900000000000000,No
CA-2019-104885,2019-03-02,2019,3,2,1,9,6,2019-03-08,Standard Class,DB-13555,Dorothy Badders,Corporate,OFF-EN-10003286,Staple envelope,Office Supplies,Envelopes,19711,United States,Delaware,Newark,East,Chuck Magee,57.9600,7,0.00,27.2412000000000000,No
CA-2016-137911,2016-10-09,2016,10,9,4,40,7,2016-10-15,Standard Class,BP-11095,Bart Pistole,Corporate,OFF-PA-10004071,Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box,Office Supplies,Paper,28540,United States,North Carolina,Jacksonville,South,Cassandra Brandow,88.7680,2,0.20,31.0688000000000000,No
CA-2017-106208,2017-12-10,2017,12,10,4,49,7,2017-12-15,Standard Class,JW-16075,Julia West,Consumer,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",Office Supplies,Appliances,60610,United States,Illinois,Chicago,Central,Kelly Williams,53.0880,7,0.80,-108.8304000000000000,No
CA-2019-126718,2019-04-29,2019,4,29,2,18,1,2019-05-04,Standard Class,KT-16480,Kean Thornton,Consumer,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,7050,United States,New Jersey,Orange,East,Chuck Magee,4.9100,1,0.00,2.4059000000000000,No
CA-2016-138709,2016-07-04,2016,7,4,3,27,1,2016-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,23223,United States,Virginia,Richmond,South,Cassandra Brandow,21.8400,3,0.00,10.9200000000000000,No
CA-2016-138709,2016-07-04,2016,7,4,3,27,1,2016-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,23223,United States,Virginia,Richmond,South,Cassandra Brandow,15.6000,5,0.00,7.6440000000000000,No
US-2019-168613,2019-10-08,2019,10,8,4,41,2,2019-10-14,Standard Class,GM-14440,Gary McGarr,Consumer,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,10009,United States,New York,New York City,East,Chuck Magee,145.7640,2,0.10,3.2392000000000000,No
US-2019-141677,2019-03-26,2019,3,26,1,13,2,2019-03-30,Standard Class,HK-14890,Heather Kirkland,Corporate,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,77070,United States,Texas,Houston,Central,Kelly Williams,143.9600,5,0.20,1.7995000000000000,No
US-2019-141677,2019-03-26,2019,3,26,1,13,2,2019-03-30,Standard Class,HK-14890,Heather Kirkland,Corporate,TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,77070,United States,Texas,Houston,Central,Kelly Williams,2399.9600,5,0.20,569.9905000000000000,No
US-2019-141677,2019-03-26,2019,3,26,1,13,2,2019-03-30,Standard Class,HK-14890,Heather Kirkland,Corporate,OFF-PA-10002581,Xerox 1951,Office Supplies,Paper,77070,United States,Texas,Houston,Central,Kelly Williams,74.3520,3,0.20,23.2350000000000000,No
US-2019-141677,2019-03-26,2019,3,26,1,13,2,2019-03-30,Standard Class,HK-14890,Heather Kirkland,Corporate,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,77070,United States,Texas,Houston,Central,Kelly Williams,87.1680,8,0.80,-226.6368000000000000,No
US-2019-141677,2019-03-26,2019,3,26,1,13,2,2019-03-30,Standard Class,HK-14890,Heather Kirkland,Corporate,OFF-ST-10000344,Neat Ideas Personal Hanging Folder Files. Black,Office Supplies,Storage,77070,United States,Texas,Houston,Central,Kelly Williams,32.2320,3,0.20,2.4174000000000000,No
CA-2019-133067,2019-05-04,2019,5,4,2,18,6,2019-05-10,Standard Class,MY-18295,Muhammed Yedwab,Corporate,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder. 5 1/2"" x 8 1/2""",Office Supplies,Binders,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,2.2020,2,0.70,-1.5414000000000000,No
CA-2019-133067,2019-05-04,2019,5,4,2,18,6,2019-05-10,Standard Class,MY-18295,Muhammed Yedwab,Corporate,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages. 10/Pack",Office Supplies,Binders,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,9.3960,3,0.70,-7.5168000000000000,No
US-2018-144351,2018-11-14,2018,11,14,4,46,3,2018-11-18,Standard Class,RC-19960,Ryan Crowe,Consumer,TEC-PH-10001644,BlueLounge Milo Smartphone Stand. White/Metallic,Technology,Phones,21215,United States,Maryland,Baltimore,East,Chuck Magee,89.9700,3,0.00,25.1916000000000000,No
CA-2019-150609,2019-04-30,2019,4,30,2,18,2,2019-05-04,Standard Class,NZ-18565,Nick Zandusky,Home Office,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,90032,United States,California,Los Angeles,West,Anna Andreadi,23.2400,5,0.20,7.5530000000000000,Yes
CA-2019-133102,2019-08-17,2019,8,17,3,33,6,2019-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,77095,United States,Texas,Houston,Central,Kelly Williams,5.5520,2,0.20,-1.0410000000000000,No
CA-2019-133102,2019-08-17,2019,8,17,3,33,6,2019-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,77095,United States,Texas,Houston,Central,Kelly Williams,8.0160,3,0.20,1.0020000000000000,No
CA-2019-133102,2019-08-17,2019,8,17,3,33,6,2019-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,77095,United States,Texas,Houston,Central,Kelly Williams,74.5920,4,0.30,-2.1312000000000000,No
CA-2019-133102,2019-08-17,2019,8,17,3,33,6,2019-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,FUR-FU-10003247,"36X48 HARDFLOOR CHAIRMAT",Furniture,Furnishings,77095,United States,Texas,Houston,Central,Kelly Williams,16.7840,2,0.60,-22.2388000000000000,No
CA-2019-133102,2019-08-17,2019,8,17,3,33,6,2019-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,77095,United States,Texas,Houston,Central,Kelly Williams,38.8640,4,0.80,-99.1032000000000000,No
CA-2018-147683,2018-11-13,2018,11,13,4,46,2,2018-11-17,Standard Class,PO-19180,Philisse Overcash,Home Office,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,98103,United States,Washington,Seattle,West,Anna Andreadi,19.5400,2,0.00,7.2298000000000000,No
CA-2016-116785,2016-04-26,2016,4,26,2,17,2,2016-04-30,Standard Class,MH-17290,Marc Harrigan,Home Office,OFF-AR-10003504,Newell 347,Office Supplies,Art,90036,United States,California,Los Angeles,West,Anna Andreadi,21.4000,5,0.00,6.2060000000000000,Yes
CA-2016-116785,2016-04-26,2016,4,26,2,17,2,2016-04-30,Standard Class,MH-17290,Marc Harrigan,Home Office,OFF-LA-10000305,Avery 495,Office Supplies,Labels,90036,United States,California,Los Angeles,West,Anna Andreadi,12.6000,2,0.00,5.7960000000000000,Yes
US-2017-156797,2017-08-11,2017,8,11,3,32,5,2017-08-15,Standard Class,PO-19180,Philisse Overcash,Home Office,OFF-AR-10001427,Newell 330,Office Supplies,Art,10035,United States,New York,New York City,East,Chuck Magee,11.9600,2,0.00,3.1096000000000000,No
US-2017-156797,2017-08-11,2017,8,11,3,32,5,2017-08-15,Standard Class,PO-19180,Philisse Overcash,Home Office,TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,10035,United States,New York,New York City,East,Chuck Magee,138.0000,2,0.00,34.5000000000000000,No
CA-2018-104276,2018-11-27,2018,11,27,4,48,2,2018-12-03,Standard Class,HF-14995,Herbert Flentye,Consumer,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,33311,United States,Florida,Fort Lauderdale,South,Cassandra Brandow,116.7600,1,0.20,14.5950000000000000,No
